input,region,output,value
OTM,ROW,ELE,0.007395568652245267
SRV,ROW,ELE,0.22322317400092598
AGF,ROW,VEH,0.001792748248108168
MIN,ROW,VEH,0.0016036933926062303
ENR,ROW,VEH,0.00834977693569069
CHM,ROW,VEH,0.053738215749168615
TXL,ROW,VEH,0.009573668592246214
WDP,ROW,VEH,0.004672707638314748
NMM,ROW,VEH,0.13460482331424295
MAC,ROW,VEH,0.03551500026855936
ELE,ROW,VEH,0.035736953298564605
VEH,ROW,VEH,0.27955508721259037
OTM,ROW,VEH,0.007791766163900345
SRV,ROW,VEH,0.26573014356870955
AGF,ROW,OTM,0.011186148394803199
MIN,ROW,OTM,0.004640297871616681
ENR,ROW,OTM,0.010077328951026334
CHM,ROW,OTM,0.06709667053593003
TXL,ROW,OTM,0.025627552314672123
WDP,ROW,OTM,0.04051644495627513
NMM,ROW,OTM,0.08747772865802163
MAC,ROW,OTM,0.03518777640331731
ELE,ROW,OTM,0.034739055584695325
VEH,ROW,OTM,0.029297179587085245
OTM,ROW,OTM,0.06253923292029055
SRV,ROW,OTM,0.25081508769904376
AGF,ROW,SRV,0.016163438026992084
MIN,ROW,SRV,0.007343833570728167
ENR,ROW,SRV,0.019943284571679813
CHM,ROW,SRV,0.0132120630659009
TXL,ROW,SRV,0.0026921801476306527
WDP,ROW,SRV,0.007693601854507259
NMM,ROW,SRV,0.02317623661201909
MAC,ROW,SRV,0.004732071474013935
ELE,ROW,SRV,0.01086924250872418
VEH,ROW,SRV,0.00561790531358068
OTM,ROW,SRV,0.004602359969402265
SRV,ROW,SRV,0.3431154487057186
